transaction_id,user_id,amount,transaction_type,merchant_category,timestamp,transaction_frequency,avg_user_amount,deviation_from_avg,transaction_gap_seconds,account_age_days,failed_attempts,device_type,location,is_foreign_transaction,unusual_amount_flag,velocity_flag,new_device_flag,location_change_flag,night_transaction_flag,is_fraud,hour,day_of_week,month,is_weekend,is_night,log_amount,amount_to_avg_ratio,log_transaction_frequency,log_transaction_gap
T2217,U429,1146.2,transfer,electronics,2026-05-03 11:47:00.308484,2,1521.3072394096564,375.11,3231,558,0,web,USA,1,0,0,0,0,0,0,11,6,5,1,0,7.045079469845356,0.7534309766982717,1.0986122886681098,8.080856419640986
T1052,U239,2493.45,transfer,gaming,2026-05-03 11:50:18.308484,1,2453.807823832668,39.64,440,351,0,web,Germany,1,0,0,0,0,0,0,11,6,5,1,0,7.821823543003193,1.0161553707532232,0.6931471805599453,6.089044875446846
T8975,U668,887.63,transfer,fashion,2026-05-03 13:11:45.308484,1,587.906804857516,299.72,1841,1869,1,web,Germany,1,0,0,1,0,0,0,13,6,5,1,0,6.789680950904235,1.5098141255658883,0.6931471805599453,7.518607216815252
T5762,U347,1359.05,transfer,gaming,2026-05-03 15:21:26.308484,3,1392.4165664160985,33.37,3126,345,1,web,USA,1,0,0,0,0,0,0,15,6,5,1,0,7.2152767427601745,0.9760369359307346,1.3862943611198906,8.047829357457841
T3912,U675,3425.84,withdrawal,gaming,2026-05-03 11:08:45.308484,5,2956.35449540916,469.49,3460,1401,0,mobile,USA,1,0,0,0,0,0,0,11,6,5,1,0,8.139393832719325,1.1588055506066968,1.791759469228055,8.149312843635345
T7801,U1186,1162.23,transfer,fashion,2026-05-03 22:00:26.308484,7,1548.606519764206,386.38,4088,1831,1,mobile,UAE,1,0,0,1,0,0,0,22,6,5,1,0,7.0589558973682704,0.7505005205754027,2.0794415416798357,8.316055720364643
T11723,U273,359.48,transfer,gaming,2026-05-03 23:13:05.308484,6,647.2705054151952,287.79,1554,1344,1,mobile,Germany,1,0,0,0,0,0,0,23,6,5,1,0,5.887436476683934,0.5553783100529682,1.9459101490553132,7.349230824613334
T1291,U385,648.91,payment,fashion,2026-05-03 13:58:55.308484,11,506.6704200232157,142.24,4962,762,2,mobile,USA,1,0,1,0,0,0,0,13,6,5,1,0,6.476833891764538,1.2807339309240373,2.4849066497880004,8.50976567558744
T8054,U911,2681.72,transfer,fashion,2026-05-03 18:16:14.308484,6,2403.2903407125323,278.43,2607,637,1,web,UK,1,0,0,0,0,0,1,18,6,5,1,0,7.894586484189498,1.1158535252503303,1.9459101490553132,7.866338923046544
T7776,U914,934.4,withdrawal,travel,2026-05-03 13:31:37.308484,2,827.9337371530607,106.47,99,560,1,mobile,UAE,1,0,0,0,0,0,0,13,6,5,1,0,6.840974245291786,1.128592732655686,1.0986122886681098,4.605170185988092
T8662,U1042,6596.09,payment,travel,2026-05-03 15:29:03.308484,3,2967.9432729052146,3628.15,1508,38,2,mobile,UAE,1,1,0,0,0,0,0,15,6,5,1,0,8.794383921694614,2.2224447677266004,1.3862943611198906,7.319202458767849
T3831,U425,2797.56,payment,travel,2026-05-03 14:32:23.308484,3,2820.444150712608,22.88,3497,830,0,mobile,Germany,1,0,0,0,0,0,0,14,6,5,1,0,7.936860278158753,0.9918863304920565,1.3862943611198906,8.159946655578548
T5187,U1197,1249.51,payment,electronics,2026-05-03 15:50:20.308484,8,2596.376348587324,1346.87,4327,343,1,mobile,India,0,0,0,0,0,0,0,15,6,5,1,0,7.131306747086979,0.4812514950687334,2.1972245773362196,8.372860820526318
T8282,U880,1781.82,withdrawal,gaming,2026-05-03 16:33:19.308484,4,2370.547949203772,588.73,915,1134,2,web,UK,1,0,0,0,1,0,0,16,6,5,1,0,7.485951659317755,0.7516490015934227,1.6094379124341003,6.82001636467413
T947,U580,1058.18,transfer,gaming,2026-05-03 11:47:32.308484,11,806.5701249450165,251.61,1880,516,0,web,Germany,1,0,1,1,0,0,0,11,6,5,1,0,6.965250302829246,1.3119504007914815,2.4849066497880004,7.53955882930103
T8809,U26,50.0,withdrawal,gaming,2026-05-03 14:46:31.308484,2,2946.9668505830195,2896.97,2556,1553,1,web,UK,1,0,0,0,0,0,0,14,6,5,1,0,3.9318256327243257,0.016966597358616893,1.0986122886681098,7.846589975291186
T3225,U1184,1385.71,payment,grocery,2026-05-03 10:30:38.308484,2,1243.1463672592197,142.56,272,1506,0,mobile,USA,1,0,0,0,0,0,0,10,6,5,1,0,7.234689314098929,1.11467968324632,1.0986122886681098,5.60947179518496
T6546,U914,2045.99,withdrawal,travel,2026-05-03 13:04:06.308484,5,1776.3486550599544,269.64,2745,1622,2,mobile,UK,1,0,0,0,1,0,0,13,6,5,1,0,7.624125700451507,1.151795281303686,1.791759469228055,7.917900586327916
T5444,U870,863.14,transfer,grocery,2026-05-03 12:20:40.308484,11,782.5404601431492,80.6,1767,1067,1,mobile,UAE,1,0,1,0,0,0,0,12,6,5,1,0,6.76173479271451,1.102997279832802,2.4849066497880004,7.477604243197589
T7569,U1090,1247.24,withdrawal,gaming,2026-05-03 10:36:01.308484,11,1615.909769753146,368.67,8113,45,1,mobile,India,0,0,1,0,0,0,0,10,6,5,1,0,7.129489838132927,0.7718500268852785,2.4849066497880004,9.001346243766392
T8018,U647,1439.56,transfer,fashion,2026-05-03 14:38:17.308484,9,2283.580411590826,844.02,4822,181,0,web,India,0,0,1,0,0,0,0,14,6,5,1,0,7.27278720586125,0.6303960184904344,2.302585092994046,8.481151420068972
T7987,U1130,108.12,payment,grocery,2026-05-03 14:02:31.308484,11,639.8079852886466,531.69,4431,1088,0,mobile,India,0,0,1,0,1,0,1,14,6,5,1,0,4.692448194095152,0.1689882000804256,2.4849066497880004,8.39660622842712
T3669,U1066,1924.07,withdrawal,electronics,2026-05-03 12:14:28.308484,8,2588.9905995035606,664.92,1006,64,0,web,India,0,0,0,1,0,0,0,12,6,5,1,0,7.562717609697107,0.7431738066664927,2.1972245773362196,6.914730892718563
T10101,U641,3311.72,transfer,fashion,2026-05-03 17:56:48.308484,6,2165.454944997935,1146.27,2339,1609,2,web,UAE,1,0,0,0,0,0,0,17,6,5,1,0,8.105524883183433,1.5293414467571924,1.9459101490553132,7.757906208351747
T3752,U82,760.94,payment,grocery,2026-05-03 12:34:34.308484,3,1652.8902698999077,891.95,2042,228,3,web,UK,1,0,0,0,0,0,0,12,6,5,1,0,6.635867812428997,0.4603693381204973,1.3862943611198906,7.622174594817622
T986,U247,3039.05,withdrawal,gaming,2026-05-03 11:28:11.308484,5,1944.1535917991591,1094.9,769,1704,1,web,Germany,1,0,0,0,1,0,0,11,6,5,1,0,8.019629241633432,1.563173820862799,1.791759469228055,6.646390514847729
T9584,U1143,50.0,payment,grocery,2026-05-03 17:10:51.308484,9,704.5073238013298,654.51,2589,1779,1,web,Germany,1,0,1,0,0,0,0,17,6,5,1,0,3.9318256327243257,0.07097158289177467,2.302585092994046,7.859413154693583
T8738,U416,2675.26,transfer,fashion,2026-05-03 17:52:25.308484,1,1488.3543246311235,1186.91,4453,1905,1,mobile,UAE,1,0,0,1,1,0,0,17,6,5,1,0,7.892175576468607,1.7974617696398199,0.6931471805599453,8.401557847817314
T5156,U1152,386.46,withdrawal,electronics,2026-05-03 16:28:49.308484,7,728.3061001332712,341.85,332,822,2,mobile,USA,1,0,0,1,0,0,0,16,6,5,1,0,5.9596126176588,0.5306285357196019,2.0794415416798357,5.808142489980444
T10782,U484,2315.79,payment,grocery,2026-05-03 17:19:10.308484,3,2140.858452340516,174.93,3499,1986,1,mobile,India,0,0,0,1,0,0,0,17,6,5,1,0,7.747937885883739,1.081710935343029,1.3862943611198906,8.160518247477505
T10356,U239,3317.99,payment,grocery,2026-05-03 19:35:19.308484,7,2301.53516352477,1016.45,1615,149,0,web,UK,1,0,0,0,0,0,0,19,6,5,1,0,8.107415798759726,1.4416421052967539,2.0794415416798357,7.38770923908104
T11346,U681,1840.9,withdrawal,travel,2026-05-03 22:35:48.308484,11,1213.476174411206,627.42,1565,1480,2,mobile,USA,1,0,1,0,0,0,0,22,6,5,1,0,7.518552926525057,1.517046677390416,2.4849066497880004,7.356279876550748
T4963,U429,4247.48,transfer,gaming,2026-05-03 12:15:59.308484,10,2199.6576868264347,2047.82,1739,1650,0,web,India,0,0,1,0,1,0,0,12,6,5,1,0,8.354316550888676,1.930973179830129,2.3978952727983707,7.461640392208575
T2860,U496,2756.04,withdrawal,fashion,2026-05-03 14:05:11.308484,11,2083.1343038724726,672.91,3723,917,1,web,UAE,1,0,1,0,0,0,0,14,6,5,1,0,7.921912919442307,1.3230255934788238,2.4849066497880004,8.222553638396958
T8557,U414,2713.03,withdrawal,grocery,2026-05-03 13:54:42.308484,11,2367.8474912959537,345.18,1390,239,1,mobile,India,0,0,1,0,0,0,0,13,6,5,1,0,7.906189894128858,1.1457790287707021,2.4849066497880004,7.237778191923443
T3867,U739,659.95,payment,electronics,2026-05-03 12:54:50.308484,2,871.7044045561507,211.75,2239,990,0,mobile,UK,1,0,0,0,0,0,0,12,6,5,1,0,6.493678194025409,0.7570800328569516,1.0986122886681098,7.7142311448490855
T2180,U791,3500.93,withdrawal,travel,2026-05-03 11:05:45.308484,8,1891.66921584251,1609.26,2438,1342,2,mobile,UAE,1,0,0,1,0,0,0,11,6,5,1,0,8.161069524068067,1.8507093993122095,2.1972245773362196,7.79934339821592
T2834,U30,691.2,payment,gaming,2026-05-03 11:35:37.308484,2,680.7925371483796,10.41,1143,1850,1,web,India,0,0,0,1,0,0,0,11,6,5,1,0,6.539874931201244,1.0152872736824154,1.0986122886681098,7.042286171939743
T10448,U1195,3032.66,withdrawal,electronics,2026-05-03 16:16:06.308484,6,2517.985155095758,514.67,4785,90,0,mobile,USA,1,0,0,0,0,0,0,16,6,5,1,0,8.017525090346124,1.2043994749763605,1.9459101490553132,8.47345026846832
T11146,U456,998.25,withdrawal,electronics,2026-05-04 01:56:53.308484,7,725.8212539478496,272.43,4345,295,1,web,USA,1,0,0,0,0,1,0,1,0,5,0,1,6.907004997591433,1.3753386156647127,2.0794415416798357,8.377011160816375
T10000,U832,2830.44,withdrawal,electronics,2026-05-03 18:14:15.308484,1,2831.978911524237,1.54,1723,1171,0,web,Germany,1,0,0,1,0,0,0,18,6,5,1,0,7.948540695147463,0.9994565946386709,0.6931471805599453,7.452402451223638
T1195,U946,1229.11,payment,electronics,2026-05-03 11:48:05.308484,8,1361.4047699696885,132.29,2845,1600,0,web,Germany,1,0,0,0,0,0,0,11,6,5,1,0,7.114858875262068,0.9028248072941165,2.1972245773362196,7.953669778649798
T7639,U1153,1005.73,payment,gaming,2026-05-03 16:42:38.308484,9,2031.0689840909104,1025.34,4826,1754,0,web,UAE,1,0,1,0,0,0,0,16,6,5,1,0,6.914462733629094,0.4951727427195111,2.302585092994046,8.481980435660493
T2822,U496,2934.81,withdrawal,travel,2026-05-03 13:03:08.308484,5,2248.4247015036917,686.39,969,1907,0,mobile,India,0,0,0,0,0,0,0,13,6,5,1,0,7.984738673743914,1.3052738642890718,1.791759469228055,6.877296071497429
T10963,U1093,868.02,withdrawal,gaming,2026-05-03 17:41:37.308484,7,1941.032402075433,1073.01,1535,1160,1,mobile,Germany,1,0,0,0,0,0,0,17,6,5,1,0,6.767366139960275,0.4471950074736937,2.0794415416798357,7.336936913707618
T5235,U81,354.97,transfer,grocery,2026-05-03 14:51:29.308484,8,1976.466515117959,1621.5,3770,1440,1,mobile,UK,1,0,0,0,0,0,0,14,6,5,1,0,5.874846457638221,0.17959828669256078,2.1972245773362196,8.235095497258357
T572,U85,1372.85,payment,gaming,2026-05-03 12:20:41.308484,11,1815.2062960435076,442.36,1494,574,0,web,UAE,1,0,1,1,0,0,1,12,6,5,1,0,7.225372296517106,0.7563052211949741,2.4849066497880004,7.3098814858247865
T2656,U804,666.71,transfer,fashion,2026-05-03 14:24:10.308484,3,1576.0950162787017,909.39,1871,1852,1,mobile,India,0,0,0,1,1,0,0,14,6,5,1,0,6.503853947537654,0.42301383653324837,1.3862943611198906,7.534762657037537
T3506,U271,1360.57,transfer,electronics,2026-05-03 13:02:48.308484,6,1153.5769596726873,206.99,3427,131,0,web,India,0,0,0,0,0,0,0,13,6,5,1,0,7.216393724673914,1.1794358299307646,1.9459101490553132,8.13973227971767
T7742,U290,2225.51,transfer,fashion,2026-05-03 18:38:46.308484,1,2383.238594518227,157.73,3852,421,1,mobile,UK,1,0,0,0,0,0,0,18,6,5,1,0,7.7081906161058145,0.9338175389510553,0.6931471805599453,8.256607344626158
T7290,U989,874.37,withdrawal,grocery,2026-05-03 20:55:31.308484,1,2486.203258340553,1611.83,4773,374,0,mobile,UAE,1,0,0,0,1,0,0,20,6,5,1,0,6.774646654121585,0.35168886401987914,0.6931471805599453,8.470939806898775
T10401,U341,863.01,withdrawal,fashion,2026-05-03 20:51:36.308484,10,656.9841373382294,206.03,1095,1735,1,web,India,0,0,1,0,0,0,0,20,6,5,1,0,6.76158434281115,1.3135933573417629,2.3978952727983707,6.999422467507961
T10927,U387,771.03,withdrawal,grocery,2026-05-03 17:48:21.308484,11,1378.57830426611,607.55,350,699,0,web,UK,1,0,1,0,0,0,0,17,6,5,1,0,6.649023409373369,0.5592935831462734,2.4849066497880004,5.860786223465865
T11137,U1073,2428.63,withdrawal,electronics,2026-05-03 17:07:46.308484,11,2108.7079300408022,319.92,1757,1739,0,web,India,0,0,1,0,0,0,0,17,6,5,1,0,7.795494261366864,1.1517147369011378,2.4849066497880004,7.471932078245122
T256,U82,1016.52,payment,electronics,2026-05-03 12:00:32.308484,4,671.263516567449,345.26,8608,1337,2,mobile,UK,1,0,0,1,0,0,0,12,6,5,1,0,6.925123573143229,1.5143382194874897,1.6094379124341003,9.060563446657955
T3341,U1103,50.0,payment,travel,2026-05-03 15:29:34.308484,7,1337.103821850571,1287.1,75,327,3,web,UAE,1,0,0,1,0,0,0,15,6,5,1,0,3.9318256327243257,0.03739425401791539,2.0794415416798357,4.330733340286331
T730,U281,999.19,payment,travel,2026-05-03 13:47:39.308484,8,1433.3829025795792,434.19,1999,1465,0,mobile,Germany,1,0,0,0,0,0,0,13,6,5,1,0,6.907945260934423,0.6970851944059946,2.1972245773362196,7.600902459542082
T6188,U848,2727.83,transfer,travel,2026-05-03 15:12:06.308484,11,1657.5013215729132,1070.33,2445,1812,4,mobile,USA,1,0,1,0,0,0,0,15,6,5,1,0,7.911628224887452,1.6457483097302343,2.4849066497880004,7.802209316247118
T2727,U940,3209.73,withdrawal,fashion,2026-05-03 12:31:17.308484,5,1685.3751811658403,1524.35,530,1098,1,mobile,UAE,1,0,0,0,0,0,0,12,6,5,1,0,8.07425360459956,1.9044602258087384,1.791759469228055,6.274762021241939
T3523,U35,270.85,transfer,grocery,2026-05-03 12:46:47.308484,7,707.0225724226312,436.17,364,1875,0,web,USA,1,0,0,0,0,0,0,12,6,5,1,0,5.60525044359193,0.3830853641473427,2.0794415416798357,5.8998973535824915
T558,U715,4545.2,payment,grocery,2026-05-03 12:58:00.308484,1,2794.6022077338826,1750.6,2985,318,3,web,UK,1,0,0,0,0,0,0,12,6,5,1,0,8.422046998165383,1.6264211005756128,0.6931471805599453,8.001689978099135
T1234,U301,3138.05,transfer,grocery,2026-05-03 10:23:03.308484,10,2621.8817514130874,516.17,1612,186,2,mobile,India,0,0,1,0,0,0,0,10,6,5,1,0,8.051675485354789,1.1968693847889402,2.3978952727983707,7.385851078125209
T8878,U729,2822.76,transfer,grocery,2026-05-03 17:55:05.308484,2,2846.675551007235,23.92,523,22,1,web,USA,1,0,0,0,0,0,0,17,6,5,1,0,7.945824609165938,0.9915987784451336,1.0986122886681098,6.261491684321042
T9373,U235,3015.61,withdrawal,gaming,2026-05-03 15:09:30.308484,8,1858.2056312002403,1157.4,416,1395,2,mobile,Germany,1,0,0,1,0,0,0,15,6,5,1,0,8.011888963319043,1.6228612957271662,2.1972245773362196,6.0330862217988015
T8829,U793,2006.55,transfer,fashion,2026-05-03 15:52:58.308484,3,1513.593824088719,492.96,2788,405,2,web,India,0,0,0,0,0,0,0,15,6,5,1,0,7.604670352111001,1.3256859051221264,1.3862943611198906,7.933438387627489
T5614,U995,2112.41,transfer,electronics,2026-05-03 17:16:59.308484,3,2113.407132167892,1.0,496,530,1,mobile,India,0,0,0,0,1,0,1,17,6,5,1,0,7.6560580357076695,0.9995281869014999,1.3862943611198906,6.208590026096629
T3431,U677,2331.11,payment,travel,2026-05-03 14:55:50.308484,1,2402.215625832012,71.11,3275,798,3,mobile,India,0,0,0,0,0,0,0,14,6,5,1,0,7.7545287161692436,0.9703999815679394,0.6931471805599453,8.09437844497296
T7948,U879,2573.45,transfer,travel,2026-05-03 12:56:39.308484,5,1554.797948265462,1018.65,2012,165,0,mobile,UK,1,0,0,0,0,0,0,12,6,5,1,0,7.853391198050757,1.65516683451749,1.791759469228055,7.607381425639791
T11075,U888,2036.65,transfer,grocery,2026-05-03 23:41:21.308484,10,2641.8139971742166,605.16,3985,441,1,web,Germany,1,0,1,0,0,0,0,23,6,5,1,0,7.619552462037127,0.7709286124638407,2.3978952727983707,8.29054350077274
T10430,U668,783.92,withdrawal,electronics,2026-05-03 13:23:55.308484,2,1223.8319833098292,439.91,730,1061,1,web,Germany,1,0,0,0,0,0,1,13,6,5,1,0,6.665581801761122,0.640545442552791,1.0986122886681098,6.594413459749778
T4773,U1181,2937.86,payment,electronics,2026-05-03 14:22:22.308484,7,2329.8613392805964,608.0,653,1768,0,web,India,0,0,0,0,0,0,0,14,6,5,1,0,7.985777030034238,1.2609591606194812,2.0794415416798357,6.483107351457199
T11599,U527,444.53,withdrawal,electronics,2026-05-03 13:29:13.308484,10,584.5854423792533,140.06,1613,417,3,web,USA,1,0,1,1,0,0,0,13,6,5,1,0,6.099264584710964,0.7604192082347293,2.3978952727983707,7.3864708488298945
T2907,U461,2302.61,withdrawal,grocery,2026-05-03 12:20:20.308484,10,2805.703527987043,503.09,4844,582,2,web,India,0,0,1,0,0,0,0,12,6,5,1,0,7.7422327366545245,0.8206889916239023,2.3978952727983707,8.485702524324866
T24,U120,840.32,payment,electronics,2026-05-03 10:10:31.308484,8,1093.1227187420002,252.8,8523,1301,1,mobile,UK,1,0,0,1,0,0,0,10,6,5,1,0,6.734972087006876,0.7687334503470324,2.1972245773362196,9.050640993218508
T1690,U568,956.84,withdrawal,grocery,2026-05-03 14:15:30.308484,2,1259.134114344003,302.29,3647,574,1,web,UAE,1,0,0,0,0,0,0,14,6,5,1,0,6.864680749408588,0.7599190494005363,1.0986122886681098,8.201934351194222
T2629,U724,2321.93,withdrawal,electronics,2026-05-03 14:44:48.308484,10,1600.2897689419342,721.64,5000,534,4,mobile,India,0,0,1,1,0,0,0,14,6,5,1,0,7.75058459886826,1.4509434751209151,2.3978952727983707,8.517393171418904
T10198,U467,1549.37,transfer,travel,2026-05-03 13:11:39.308484,8,1124.2582292205038,425.11,511,1287,1,mobile,UAE,1,0,0,0,0,0,0,13,6,5,1,0,7.34624889110409,1.3781264467115508,2.1972245773362196,6.238324625039508
T7995,U682,2311.5,transfer,gaming,2026-05-03 10:51:43.308484,1,1394.0149840664624,917.49,434,553,1,mobile,UAE,1,0,0,0,1,0,0,10,6,5,1,0,7.74608446938658,1.6581600806032903,0.6931471805599453,6.075346031088684
T3563,U619,609.58,withdrawal,fashion,2026-05-03 14:10:11.308484,9,1520.4945802285802,910.91,4227,795,0,web,Germany,1,0,1,0,0,0,0,14,6,5,1,0,6.414409325096791,0.4009090249486132,2.302585092994046,8.349484346990128
